,Tot,C,P,G,Incident,Aircraft,Location,Phase,Airport,Distance,Date,Airline,sole_survivor,no_survivor,prev_deadliest,prev_deadliest_no_survivor,COM,EXG,EXS,INB,INH,MIL
328,75,4.0,71.0,0.0,Inex-Adria Aviopromet Flight 450,McDonnell Douglas DC-9-32,"Prague,Czechoslovakia",APR,PRG,8 km (4.3 NM),1975-10-30,Inex-Adria Aviopromet,0,0,0,0,1,0,0,0,0,0
329,75,6.0,69.0,0.0,Avensa Flight 358,McDonnell Douglas DC-9-14,"Maturin, Venezuela",ENR,,,1974-12-22,Avensa,0,1,0,0,1,0,0,0,0,0
330,75,8.0,67.0,0.0,Air Vietnam Flight 706,Boeing 727-121C,"Phan Rang, Vietnam",ICL,DAD,,1974-09-15,Air Vietnam,0,1,0,0,0,0,0,0,1,0
331,75,4.0,71.0,0.0,Southern Airways Flight 932,McDonnell Douglas DC-9-31,"Ceredo, West Virginia, U.S.",APR,HTS,1.6 km (0.86 NM),1970-11-14,Southern Airways,0,1,0,0,1,0,0,0,0,0
332,74,6.0,68.0,0.0,Russian Air Force (RF-86868),Ilyushin Il-76M,"Yablonovo,Korochansky District,Belgorod Oblast, Russia",ENR,,,2024-01-24,Russian Air Force (RF-86868),0,1,0,0,0,1,0,0,0,0
333,74,4.0,70.0,0.0,Hewa Bora Airways Flight 952,Boeing 727-022,"Kisangani, DR Congo",LDG,FKI,<0.1 km (0.054 NM),2011-07-08,Hewa Bora Airways,0,0,0,0,1,0,0,0,0,0
334,74,5.0,69.0,0.0,Austral Lineas Aereas Flight 2553,McDonnell Douglas DC-9-32,"UrNuevo Berlin, nearFray Bentos,Uruguay",ENR,,,1997-10-10,Austral Lineas Aereas,0,1,0,0,1,0,0,0,0,0
335,74,5.0,69.0,0.0,Lloyd Aereo Boliviano (CP-698),Douglas DC-6B,"Mount Choquetanga,Cordillera Kimsa Cruz, Bolivia",ENR,,,1969-09-26,Lloyd Aereo Boliviano (CP-698),0,1,0,0,1,0,0,0,0,0
336,74,10.0,64.0,0.0,Linea Aeropostal Venezolana Flight 253,Lockheed L-1049 Super Constellation,"New York Bight, Atlantic Ocean, area ofJones Beach, New York, U.S.",ENR,,,1956-06-20,Linea Aeropostal Venezolana,0,1,0,0,1,0,0,0,0,0
337,73,6.0,67.0,0.0,Israeli Air Force (357) and Israeli Air Force (903),Sikorsky S-65C-3 Yas'ur 2000(both),"She'ar Yashuv, Israel",ENR,,,1997-02-04,Israeli Air Force (357) and Israeli Air Force (903),0,1,0,0,0,0,0,0,0,1
338,73,8.0,65.0,0.0,Avianca Flight 052,Boeing 707-321B,"Cove Neck, New York, U.S.",APR,JFK,c. 36 km (19 NM),1990-01-25,Avianca,0,0,0,0,1,0,0,0,0,0
339,73,,,0.0,Ethiopian Air Force,Antonov An-26,"Addis Ababa, Ethiopia",UNK,,,1982-01-14,Ethiopian Air Force,0,1,0,0,0,0,0,0,0,1
340,73,9.0,63.0,1.0,Western Airlines Flight 2605,McDonnell Douglas DC-10-10,"Mexico City, Mexico",LDG,MEX,1.5 km (0.81 NM),1979-10-31,Western Airlines,0,0,0,0,1,0,0,0,0,0
341,73,7.0,66.0,0.0,Balkan Bulgarian Airlines Flight 107,Tupolev Tu-134,"Gabare,Vratsa Province, Bulgaria",ENR,,,1978-03-16,Balkan Bulgarian Airlines,0,1,0,0,1,0,0,0,0,0
342,73,25.0,48.0,0.0,Cubana de Aviacion Flight 455,Douglas DC-8-43,"Atlantic Ocean, offChrist Church Parish, Barbados",ENR,,,1976-10-06,Cubana de Aviacion,0,1,0,0,0,0,0,1,0,0
343,73,11.0,61.0,1.0,Sabena Flight 548,Boeing 707-320,"Kampenhout, Belgium",APR,BRU,3 km (1.6 NM),1961-02-15,Sabena,0,1,0,0,1,0,0,0,0,0
344,73,11.0,0.0,62.0,US Air Force (42-40682),Consolidated B-24 Liberator,"Port Moresby, Papua New Guinea (thenTerritory of Papua)",UNK,,,1943-09-07,US Air Force (42-40682),0,1,0,0,0,0,0,0,0,1
345,73,,,0.0,USSAkron,Akron-classrigid airship,"Atlantic Ocean, offBarnegat Light, New Jersey, U.S.",,,,1933-04-04,USSAkron,0,0,1,0,0,0,0,0,0,1
346,72,4.0,68.0,0.0,Yeti Airlines Flight 691,ATR 72-500,"Pokhara, Nepal",APR,PHH,6 km (3.2 NM),2023-01-15,Yeti Airlines,0,1,0,0,1,0,0,0,0,0
347,72,8.0,15.0,49.0,Russian Air Force (RA-82005),Antonov An-124-100,"Irkutsk, Russia",ICL,IKT,1.6 km (0.86 NM),1997-12-06,Russian Air Force (RA-82005),0,1,0,0,0,0,0,0,0,1
348,72,9.0,63.0,0.0,Aeroflot Flight 892,Tupolev Tu-134A,"Bohnsdorf, East Germany",APR,SXF,3.5 km (1.9 NM),1986-12-12,Aeroflot,0,0,0,0,1,0,0,0,0,0
349,72,2.0,61.0,9.0,Southern Airways Flight 242,McDonnell Douglas DC-9-31,"New Hope, Georgia, U.S.",ENR,,,1977-04-04,Southern Airways,0,0,0,0,1,0,0,0,0,0
350,72,5.0,67.0,0.0,Aeroflot Flight 2415,Tupolev Tu-104B,"Dmitrovsky District, Moscow Oblast, Russian SFSR, USSR",ENR,,,1976-11-28,Aeroflot,0,1,0,0,1,0,0,0,0,0
351,72,2.0,70.0,0.0,Eastern Air Lines Flight 212,McDonnell Douglas DC-9-31,"Charlotte, North Carolina, U.S.",APR,CLT,5.3 km (2.9 NM),1974-09-11,Eastern Air Lines,0,0,0,0,1,0,0,0,0,0
352,72,6.0,66.0,0.0,Faucett (OB-R-148),Douglas C-54A-5-DC Skymaster,"Cordillera Blanca, Peru",ENR,,,1967-12-08,Faucett (OB-R-148),0,1,0,0,1,0,0,0,0,0
353,72,3.0,69.0,0.0,British Midl and Airways Flight 542,Canadair C-4 Argonaut,"Stockport, England, UK",APR,MAN,c. 9 km (4.9 NM),1967-06-04,British Midl and Airways,0,0,0,0,1,0,0,0,0,0
354,72,8.0,64.0,0.0,Ceskoslovenske Statni Aerolinie Flight 511,Ilyushin Il-18V,"Bouskoura, Morocco",ENR,,,1961-07-12,Ceskoslovenske Statni Aerolinie,0,1,0,0,1,0,0,0,0,0
355,71,6.0,65.0,0.0,Saratov Airlines Flight 703,Antonov An-148,"Stepanovskoye,Moscow Oblast, Russia",ICL,OSW,,2018-02-11,Saratov Airlines,0,1,0,0,1,0,0,0,0,0
356,71,7.0,64.0,0.0,LaMia Flight 2933,Avro RJ85,"Medellin, Colombia",ENR,,,2016-11-28,LaMia,0,0,0,0,1,0,0,0,0,0
357,71,11.0,60.0,0.0,BAL Bashkirian Airlines Flight 2937 and DHL International Aviation ME Flight 611,Tupolev Tu-154M and Boeing 757-23APF,"Uberlingen, Germany",ENR,,,2002-07-01,BAL Bashkirian Airlines and DHL International Aviation ME,0,1,0,0,1,0,0,0,0,0
358,71,3.0,68.0,0.0,Cameroon Airlines Flight 3701,Boeing 737-200,"Douala, Cameroon",APR,DLA,6 km (3.2 NM),1995-12-03,Cameroon Airlines,0,0,0,0,1,0,0,0,0,0
359,71,9.0,43.0,19.0,EgyptAir Flight 864,Boeing 707-366C,"Bangkok, Thailand",APR,DMK,2 km (1.1 NM),1976-12-25,EgyptAir,0,1,0,0,1,0,0,0,0,0
360,70,8.0,62.0,0.0,Aerosvit Ukrainian Airlines Flight 241,Yakovlev Yak-42,"Pierian Mountains, Greece",ENR,,,1997-12-17,Aerosvit Ukrainian Airlines,0,1,0,0,1,0,0,0,0,0
361,70,9.0,61.0,0.0,Aeroperu Flight 603,Boeing 757-23A,"Pacific Ocean, area ofLima, Peru",ENR,,,1996-10-02,Aeroperu,0,1,0,0,1,0,0,0,0,0
362,70,7.0,63.0,0.0,M and ala Airlines Flight 660,Vickers Viscount 816,"Mount Lalaboy,Ambon Island, Indonesia",APR,AMQ,15 km (8.1 NM),1992-07-24,M and ala Airlines,0,1,0,0,1,0,0,0,0,0
363,70,3.0,0.0,67.0,Ramstein air show disaster,Aermacchi MB-339 PAN(x3),"Ramstein-Miesenbach,West Germany",MNV,RMS,,1988-08-28,Ramstein air show disaster,0,1,0,0,0,0,0,0,0,1
364,70,4.0,66.0,0.0,Aeroflot Flight 6502,Tupolev Tu-134A,"Kurumoch,Samara Oblast, Russian SFSR, USSR",LDG,KUF,,1986-10-20,Aeroflot,0,0,0,0,1,0,0,0,0,0
365,70,6.0,64.0,0.0,Galaxy Airlines Flight 203,Lockheed L-188 Electra,"Reno, Nevada, U.S.",ICL,RNO,3 km (1.6 NM),1985-01-21,Galaxy Airlines,1,0,0,0,1,0,0,0,0,0
366,70,7.0,63.0,0.0,Transportes Aereos del Cesar (HK-1810),Sud Aviation SE-210 Caravelle,"Riohacha, Colombia",ENR,,,1980-12-21,Transportes Aereos del Cesar (HK-1810),0,1,0,0,1,0,0,0,0,0
367,70,9.0,61.0,0.0,Aeroflot Flight 7957 and Aeroflot Flight 31,Antonov An-24 and Yakovlev Yak-40,"Black Sea, nearAnapa, Russian SFSR, USSR",ENR,,,1976-09-09,Aeroflot and Aeroflot,0,1,0,0,1,0,0,0,0,0
368,70,5.0,65.0,0.0,Trans World Airlines Flight 128,Convair CV-880-22-1,"Hebron, Kentucky, U.S.",APR,CVG,2.9 km (1.6 NM),1967-11-20,Trans World Airlines,0,0,0,0,1,0,0,0,0,0
369,69,6.0,63.0,0.0,Indian Airlines Flight 257,Boeing 737-2A8,"Imphal, India",APR,IMF,8 km (4.3 NM),1991-08-16,Indian Airlines,0,1,0,0,1,0,0,0,0,0
370,69,9.0,59.0,1.0,Aeroflot Flight 331,Ilyushin Il-62M,"Boyeros, Cuba",APR,HAV,1 km (0.54 NM),1977-05-27,Aeroflot,0,0,0,0,1,0,0,0,0,0
371,69,7.0,62.0,0.0,Merpati Nusantara Airlines Viscount (PK-MVS),Vickers Viscount 828,"Mentawai Strait, offPadang, Indonesia",ENR,,,1971-11-10,Merpati Nusantara Airlines Viscount (PK-MVS),0,1,0,0,1,0,0,0,0,0
372,69,9.0,60.0,0.0,Fuerza Aerea Argentina (TC-48),Douglas C-54 Skymaster,Central America,ENR,,,1965-11-03,Fuerza Aerea Argentina (TC-48),0,1,0,0,1,0,0,0,0,0
373,68,7.0,61.0,0.0,Aero Caribbean Flight 883,ATR 72-212,"Guasimal, Cuba",ENR,,,2010-11-04,Aero Caribbean,0,1,0,0,1,0,0,0,0,0
374,68,4.0,64.0,0.0,Simmons Airlines Flight 4184,ATR 72-212,"Roselawn, Indiana, U.S.",APR,ORD,108 km (58 NM),1994-10-31,Simmons Airlines,0,1,0,0,1,0,0,0,0,0
375,68,2.0,66.0,0.0,Asiana Airlines Flight 733,Boeing 737-5L9,"Mokpo, South Korea",APR,MPK,7 km (3.8 NM),1993-07-26,Asiana Airlines,0,0,0,0,1,0,0,0,0,0
376,68,10.0,58.0,0.0,Fuerza Aerea Venezolana C-130H (7772),Lockheed C-130H Hercules,"Lajes, Azores, Portugal",APR,TER,<1 km (0.54 NM),1976-09-03,Fuerza Aerea Venezolana C-130H (7772),0,1,0,0,1,0,0,0,0,0
377,68,7.0,61.0,0.0,Iberia Flight 504 and Spantax Flight 400,McDonnell Douglas DC-9-32 and Convair CV-990-30A-5,"La Planche, France",ENR,,,1973-03-05,Iberia and Spantax,0,1,0,0,1,0,0,0,0,0
378,68,4.0,64.0,0.0,Toa Domestic Airlines Flight 63,NAMC YS-11A-217,"Yokotsu Mountain,Hakodate, Japan",ENR,,,1971-07-03,Toa Domestic Airlines,0,1,0,0,1,0,0,0,0,0
379,68,9.0,59.0,0.0,Trans World Airlines Flight 891,Lockheed L-1649 Starliner,"Busto Arsizio, Italy",ENR,,,1959-06-26,Trans World Airlines,0,1,0,0,1,0,0,0,0,0
380,67,7.0,60.0,0.0,PSA Airlines Flight 5342 and United States Army (00-26860),Bombardier CRJ701ER and Sikorsky UH-60L Black Hawk,"Washington, D.C., U.S.",APR,DCA,,2025-01-29,PSA Airlines,0,1,0,0,1,0,0,0,0,0
381,67,4.0,63.0,0.0,Transporte Aereo Militar (TAM-44),Convair CV-440-12,"Cordillera Oriental,La Paz Department, Bolivia",ENR,,,1975-10-27,Transporte Aereo Militar (TAM-44),0,1,0,0,1,0,0,0,0,0
382,67,8.0,59.0,0.0,Aeroflot Flight 25,Ilyushin Il-18,"Urakhcha,Rybno-Slobodsky District,Tatar ASSR, Russian SFSR, USSR",ENR,,,1963-04-04,Aeroflot,0,1,0,0,1,0,0,0,0,0
383,67,7.0,60.0,0.0,Aerolineas Argentinas Flight 644,Douglas DC-6,"Cachari,Buenos Aires, Argentina",ENR,,,1961-07-19,Aerolineas Argentinas,0,1,0,0,1,0,0,0,0,0
384,67,10.0,57.0,0.0,US Air Force (50-0702),Boeing C-97C-35-BO,Pacific Ocean,ENR,,,1957-03-22,US Air Force (50-0702),0,1,0,0,0,0,0,0,0,1
385,66,6.0,60.0,0.0,Iran Aseman Airlines Flight 3704,ATR 72-212,"Mount Dena,Zagros MountainsnearSemirom, Iran",ENR,,,2018-02-18,Iran Aseman Airlines,0,1,0,0,1,0,0,0,0,0
386,66,10.0,56.0,0.0,EgyptAir Flight 804,Airbus A320-232,Mediterranean Sea,ENR,,,2016-05-19,EgyptAir,0,1,0,0,1,0,0,0,0,0
387,66,7.0,59.0,0.0,Iran Aseman Airlines Flight 746,Fokker F28 Fellowship 1000,"IranNatanz, Iran",ENR,,,1994-10-12,Iran Aseman Airlines,0,1,0,0,1,0,0,0,0,0
388,66,4.0,62.0,0.0,Turkish Airlines Flight 301,Fokker F28-1000 Fellowship,"Cumaovasi, Turkey",TOF,ADB,,1974-01-26,Turkish Airlines,0,0,0,0,1,0,0,0,0,0
389,66,4.0,62.0,0.0,Aeroflot Flight 141,Tupolev Tu-154,"Prague,Czechoslovakia",APR,PRG,0.5 km (0.27 NM),1973-02-19,Aeroflot,0,0,0,0,1,0,0,0,0,0
390,66,7.0,59.0,0.0,Cyprus Airways Flight 284,de Havill and Comet 4,"Mediterranean, nearDemre, Turkey",ENR,,,1967-10-12,Cyprus Airways,0,1,0,0,0,0,0,1,0,0
391,66,3.0,63.0,0.0,United Airlines Flight 409,Douglas DC-4,"Medicine Bow Peak, Wyoming, U.S.",ENR,,,1955-10-06,United Airlines,0,1,0,0,1,0,0,0,0,0
392,66,11.0,55.0,0.0,1955 Altensteig mid-air collision,Fairchild C-119 Flying Boxcar(x2),"Altensteig, West Germany",MNV,,,1955-08-11,1955 Altensteig mid-air collision,0,1,0,0,0,0,0,0,0,1
393,66,9.0,57.0,0.0,United States Navy (131612),Douglas R6D-1 (DC-6),"Pali Kea Peak,Waianae Range,Oahu, Hawaii, U.S.",APR,HNL,24 km (13 NM),1955-03-22,United States Navy (131612),0,1,0,0,1,0,0,0,0,0
394,65,0.0,65.0,0.0,Iran Aseman Airlines Flight 6895,Boeing 737-219,"KyBishkek, Kyrgyzstan",APR,FRU,c. 2 km (1.1 NM),2008-08-24,Iran Aseman Airlines,0,0,0,0,1,0,0,0,0,0
395,65,3.0,60.0,2.0,Lineas Aereas Privadas Argentinas Flight 3142,Boeing 737-204C,"Palermo, Argentina",TOF,AEP,,1999-08-31,Lineas Aereas Privadas Argentinas,0,0,0,0,1,0,0,0,0,0
396,65,6.0,59.0,0.0,Vietnam Airlines Flight 815,Tupolev Tu-134,"Phnom Penh, Cambodia",APR,PNH,0.3 km (0.16 NM),1997-09-03,Vietnam Airlines,1,0,0,0,1,0,0,0,0,0
397,65,7.0,58.0,0.0,Aviateca Flight 901,Boeing 737-200,"San Vicentevolcano, El Salvador",APR,SAL,24 km (13 NM),1995-08-09,Aviateca,0,1,0,0,1,0,0,0,0,0
398,65,8.0,57.0,0.0,Aeroflot Flight 1969,Antonov An-10,"Lutuhyne,Ukrainian SSR, USSR",APR,VSG,13 km (7.0 NM),1971-03-31,Aeroflot,0,1,0,0,1,0,0,0,0,0
399,65,2.0,63.0,0.0,American Airlines Flight 320,Lockheed L-188 Electra,"East River, New York, U.S.",APR,LGA,1.5 km (0.81 NM),1959-02-03,American Airlines,0,0,0,0,1,0,0,0,0,0
400,64,10.0,54.0,0.0,Canadian Pacific Air Lines Flight 402,Douglas DC-8-43,"Tokyo, Japan",APR,HND,0.85 km (0.46 NM),1966-03-04,Canadian Pacific Air Lines,0,0,0,0,1,0,0,0,0,0
401,64,3.0,61.0,0.0,Aeroflot Flight 20,Ilyushin Il-18B,"Almaty,Kazakh SSR, USSR",APR,ALA,0.2 km (0.11 NM),1965-01-04,Aeroflot,0,0,0,0,1,0,0,0,0,0
402,64,11.0,53.0,0.0,Aeroflot Flight 04,Tupolev Tu-104A,"Chita, Russian SFSR, USSR",ENR,,,1958-08-15,Aeroflot,0,1,0,0,1,0,0,0,0,0
403,63,5.0,58.0,0.0,Elleniki Polemiki Aeroporia (748),Lockheed C-130H Hercules,"Mount Othrys, Greece",ENR,,,1991-02-05,Elleniki Polemiki Aeroporia (748),0,1,0,0,1,0,0,0,0,0
404,63,3.0,60.0,0.0,Iraqi Airways Flight 163,Boeing 737-270C,"Arar, Saudi Arabia",ENR,,,1986-12-25,Iraqi Airways,0,0,0,0,0,0,0,0,1,0
405,63,5.0,58.0,0.0,Aeroflot Flight 5484,Tupolev Tu-124V,"Kirsanov, Russian SFSR, USSR",ENR,,,1979-08-29,Aeroflot,0,1,0,0,1,0,0,0,0,0
406,63,8.0,55.0,0.0,Aeroflot Flight 6551,Ilyushin Il-18,"Maksut,Zharma District,Kazakh SSR, USSR",ENR,,,1973-05-11,Aeroflot,0,1,0,0,1,0,0,0,0,0
407,63,8.0,55.0,0.0,British European Airways Flight 706,Vickers 951 Vanguard,"Aarsele, Belgium",ENR,,,1971-10-02,British European Airways,0,1,0,0,1,0,0,0,0,0
408,63,11.0,52.0,0.0,Air France Flight 212 (F-BLCJ),Boeing 707-328C,"La Grande Soufrierevolcano,Guadeloupe",APR,PTP,27.5 km (14.8 NM),1968-03-05,Air France,0,1,0,0,1,0,0,0,0,0
409,63,8.0,55.0,0.0,United Arab Airlines Flight 869,de Havill and Comet 4C,"Arabian Sea, offBombay Airport",APR,,10 km(6.2 mi),1963-07-27,United Arab Airlines,0,1,0,0,1,0,0,0,0,0
410,63,8.0,55.0,0.0,Air France Flight 343,Lockheed L-1049G,"Yoff, Senegal",APR,DKR,1.6 km (0.86 NM),1960-08-29,Air France,0,1,0,0,1,0,0,0,0,0
411,63,6.0,57.0,0.0,Northwest Orient Airlines Flight 710,Lockheed L-188C Electra,"Cannelton, Indiana, U.S.",ENR,,,1960-03-17,Northwest Orient Airlines,0,1,0,0,1,0,0,0,0,0
412,62,4.0,58.0,0.0,Voepass Linhas Aereas Flight 2283,ATR 72-500,"Vinhedo,Sao Paulo, Brazil",ENR,,,2024-08-09,Voepass Linhas Aereas,0,1,0,0,1,0,0,0,0,0
413,62,12.0,50.0,0.0,Sriwijaya Air Flight 182,Boeing 737-524,"Java Sea, Indonesia",ENR,,,2021-01-09,Sriwijaya Air,0,1,0,0,1,0,0,0,0,0
414,62,7.0,55.0,0.0,Flydubai Flight 981,Boeing 737-8KN,"Rostov-on-Don,Russia",LDG,ROV,,2016-03-19,Flydubai,0,1,0,0,1,0,0,0,0,0
415,62,6.0,56.0,0.0,Sri Lanka Air Force (CR862),Antonov An-32B,"Jaffna,Sri Lanka",APR,JAF,13 km (7.0 NM),1995-11-22,Sri Lanka Air Force (CR862),0,1,0,0,0,0,0,0,0,1
416,62,5.0,56.0,1.0,Aeroflot Flight 2003,Tupolev Tu-124V,"Kokoshkino,Moscow Oblast, Russian SFSR, USSR",ICL,VKO,7 km (3.8 NM),1976-01-03,Aeroflot,0,1,0,0,1,0,0,0,0,0
417,62,11.0,51.0,0.0,Air France Flight 212 (F-BHSZ),Boeing 707-328B,"Caribbean, offMaiquetia, Venezuela",ENR,,,1969-12-04,Air France,0,1,0,0,1,0,0,0,0,0
418,62,3.0,59.0,0.0,Eastern Air Lines Flight 375,Lockheed L-188 Electra,"Boston, Massachusetts, U.S.",ICL,BOS,c. 1 km (0.54 NM),1960-10-04,Eastern Air Lines,0,0,0,0,1,0,0,0,0,0
419,62,3.0,59.0,0.0,Trans-Canada Air Lines Flight 810-9,Canadair North Star,"CanBSlesse Mountain,British Columbia, Canada",ENR,,,1956-12-09,Trans-Canada Air Lines,0,1,0,0,1,0,0,0,0,0
420,61,11.0,50.0,0.0,China Southwest Airlines Flight 4509,Tupolev Tu-154M,"Wenzhou,Zhejiang, China",APR,WNZ,1 km (0.54 NM),1999-02-24,China Southwest Airlines,0,1,0,0,1,0,0,0,0,0
421,61,3.0,58.0,0.0,Russian Air Force,Mil Mi-8T,"Lata, Georgia",UNK,,,1992-12-14,Russian Air Force,0,1,0,0,0,0,0,0,0,1
422,61,4.0,57.0,0.0,Garuda Indonesian Airways (PK-GVE),Fokker F28-1000 Fellowship,"Mount Sibayak, nearBerastagi, Indonesia",ENR,,,1979-07-11,Garuda Indonesian Airways (PK-GVE),0,1,0,0,1,0,0,0,0,0
423,61,9.0,52.0,0.0,Japan Air Lines Flight 446,McDonnell Douglas DC-8-62,"Moscow, Russian SFSR, USSR",ICL,SVO,,1972-11-28,Japan Air Lines,0,0,0,0,1,0,0,0,0,0
424,61,5.0,56.0,0.0,Royal Air Maroc (CN-CCV),Sud Aviation SE-210 Caravelle III,"Berrechid, Morocco",APR,CMN,5.5 km (3.0 NM),1970-04-01,Royal Air Maroc (CN-CCV),0,0,0,0,1,0,0,0,0,0
425,61,4.0,57.0,0.0,Aer Lingus Flight 712,Vickers Viscount803,"St George's Channel, offWexford, Ireland",ENR,,,1968-03-24,Aer Lingus,0,1,0,0,1,0,0,0,0,0
426,61,14.0,47.0,0.0,Viasa Flight 897,Douglas DC-8-53,"Atlantic Ocean, off Fonte da Telha,Lisboa, Portugal",ENR,,,1961-05-30,Viasa,0,1,0,0,1,0,0,0,0,0
427,61,11.0,50.0,0.0,US Navy (131582) and Real Transportes Aereos Flight 751,Douglas R6D-1 (DC-6A) and Douglas DC-3,"Guanabara Bay, Brazil",APR,GIG,<5 km (2.7 NM),1960-02-25,and Real Transportes Aereos,0,0,0,0,1,0,0,0,0,0
428,61,9.0,52.0,0.0,Sabena (OO-SFA),Douglas DC-7C,"Casablanca, Morocco",APR,CAS,0.6 km (0.32 NM),1958-05-18,Sabena (OO-SFA),0,0,0,0,1,0,0,0,0,0
429,61,6.0,55.0,0.0,Aerolineas Argentinas Flight 670,Douglas DC-4,"Bolivar, Argentina",ENR,,,1957-12-08,Aerolineas Argentinas,0,1,0,0,1,0,0,0,0,0
430,61,3.0,0.0,58.0,US Army Air Force (42-50291),Consolidated B-24 Liberator,"Freckleton, England, UK",APR,EGNO,c. 1.3 km (0.70 NM),1944-08-23,US Army Air Force (42-50291),0,1,0,0,0,0,0,0,0,1
431,60,6.0,54.0,0.0,Equatorial Express Airlines (3C-VQR),Antonov An-24B,"Baney, Equatorial Guinea",ENR,,,2005-07-16,Equatorial Express Airlines (3C-VQR),0,1,0,0,1,0,0,0,0,0
432,60,6.0,49.0,5.0,Alliance Air Flight 7412,Boeing 737-2A8,"Patna,Bihar, India",APR,PAT,2 km (1.1 NM),2000-07-17,Alliance Air,0,0,0,0,1,0,0,0,0,0
433,60,10.0,50.0,0.0,TAROM Flight 371,Airbus A310-324,"RoBalotesti, Romania",ENR,,,1995-03-31,TAROM,0,1,0,0,1,0,0,0,0,0
434,60,,,0.0,Georgian Air Force,Mil Mi-8,"Svaneti, Georgia",UNK,,,1993-10-04,Georgian Air Force,0,1,0,0,0,0,0,0,0,1
435,60,3.0,57.0,0.0,Sudan Airways (ST-ADY),Fokker F27 Friendship 400M,"Malakal, Sudan (now in South Sudan)",ENR,,,1986-08-16,Sudan Airways (ST-ADY),0,1,0,0,0,1,0,0,0,0
436,60,2.0,60.0,0.0,EgyptAir Flight 648,Boeing 737-266,"Luqa, Malta",STD,MLA,,1985-11-24,EgyptAir,0,0,0,0,0,0,0,0,1,0
437,60,10.0,50.0,0.0,Malev Flight 240,Tupolev Tu-154B,"Mediterranean, offBeirut, Lebanon",APR,BEY,10 km (5.4 NM),1975-09-30,Malev,0,1,0,0,1,0,0,0,0,0
438,60,5.0,55.0,0.0,Air Inter Flight 696Y,Vickers Viscount724,"Noiretable, France",ENR,,,1972-10-27,Air Inter,0,0,0,0,1,0,0,0,0,0
439,59,6.0,53.0,0.0,Fuerza Aerea del Peru (FAP-329),de Havill and Canada DHC-5,"Tarma, Peru",ENR,,,1989-06-21,Fuerza Aerea del Peru (FAP-329),0,1,0,0,1,0,0,0,0,0
440,59,5.0,54.0,0.0,Air Rhodesia Flight 827,Vickers Viscount 748D,"ZinearKariba, Zimbabwe(thenRhodesia)",ENR,,,1979-02-12,Air Rhodesia,0,1,0,0,0,1,0,0,0,0
441,59,0.0,59.0,0.0,Libyan Arab Airlines (LZ-BTN),Tupolev Tu-154,"LibyaAr Rajma, Libya",ENR/LDG,,,1977-12-02,Libyan Arab Airlines (LZ-BTN),0,0,0,0,1,0,0,0,0,0
442,59,4.0,55.0,0.0,SAETA Flight 011,Vickers Viscount 785D,"Chimborazovolcano, Ecuador",ENR,,,1976-08-15,SAETA,0,1,0,0,1,0,0,0,0,0
443,59,4.0,55.0,0.0,Lufthansa Flight 540,Boeing 747-130,"KeNairobi, Kenya",TOF,NBO,1.1 km (0.59 NM),1974-11-20,Lufthansa,0,0,0,0,1,0,0,0,0,0
444,59,3.0,12.0,44.0,Korean Air Force,Curtiss C-46,"Yeouido, South Korea",ENR,,,1967-04-08,Korean Air Force,0,1,0,0,0,0,0,0,0,1
445,59,2.0,57.0,0.0,US Marine Corps (149802),Lockheed KC-130F Hercules,"Kowloon Bay, Hong Kong, China",TOF,HKG,,1965-08-24,US Marine Corps (149802),0,0,0,0,0,0,0,0,0,1
446,59,9.0,50.0,0.0,Aeroflot Flight 245,Ilyushin Il-18B,"Chebotovka,Tarasovsky District, Russian SFSR, USSR",ENR,,,1961-12-17,Aeroflot,0,1,0,0,1,0,0,0,0,0
447,59,4.0,55.0,0.0,Lloyd Aereo Boliviano (CP-609),Douglas DC-4,"Arbieto, Bolivia",ENR,,,1960-02-05,Lloyd Aereo Boliviano (CP-609),0,1,0,0,1,0,0,0,0,0
448,59,9.0,50.0,0.0,US Navy (131588),Douglas R6D-1,"Porcupine Seabight, Atlantic Ocean",ENR,,,1956-10-10,US Navy (131588),0,1,0,0,1,0,0,0,0,0
449,59,4.0,55.0,0.0,US Army Air Force (44-78591),Curtiss C-46F-1-CU,"Fangshan,Fangshan District, China",APR,NAY,25 km (13 NM),1945-10-12,US Army Air Force (44-78591),0,1,0,0,0,0,0,0,0,1
450,58,6.0,52.0,0.0,Yemen Air Force,Antonov An-12,"YeSirwah, Yemen",ENR,,,1992-07-14,Yemen Air Force,0,1,0,0,0,0,0,0,0,1
451,58,3.0,55.0,0.0,Aeroflot Flight 7841,Tupolev Tu-134AK,"Minsk,Byelorussian SSR, USSR",ICL,MSQ,10 km (5.4 NM),1985-02-01,Aeroflot,0,0,0,0,1,0,0,0,0,0
452,58,1.0,57.0,0.0,Aeroflot Flight 1691,Tupolev Tu-104B,"Moscow, Russian SFSR, USSR",ENR,,,1979-03-17,Aeroflot,0,0,0,0,1,0,0,0,0,0
453,58,5.0,53.0,0.0,Air Vietnam (XV-NUI),Douglas C-54D-15-DC Skymaster,"Buon Ma Thuot, Vietnam",APR,BMV,6.5 km (3.5 NM),1973-03-19,Air Vietnam (XV-NUI),0,1,0,0,0,0,0,1,0,0
