,Tot,C,P,G,Incident,Aircraft,Location,Phase,Airport,Distance,Date,Airline,sole_survivor,no_survivor,prev_deadliest,prev_deadliest_no_survivor,COM,EXG,EXS,INB,INH,MIL
0,1700,11.0,81.0,1600.0,American Airlines Flight 11,Boeing 767-223ER,"New York City, New York, U.S.",ENR,,,2001-09-11,American Airlines,0,1,0,0,0,0,0,0,1,0
1,1000,9.0,56.0,900.0,United Airlines Flight 175,Boeing 767-222,"New York City, New York, U.S.",ENR,,,2001-09-11,United Airlines,0,1,0,0,0,0,0,0,1,0
2,583,23.0,560.0,0.0,Pan Am Flight 1736 and KLM Flight 4805,Boeing 747-121 and Boeing 747-206Bspct,"Tenerife, Spain",TXI/TOF,TFN,,1977-03-27,Pan Am and KLM,0,0,1,0,1,0,0,0,0,0
3,520,15.0,505.0,0.0,Japan Air Lines Flight 123,Boeing 747SR-46,"Mount Takamagahara,Ueno, Japan",ENR,,,1985-08-12,Japan Air Lines,0,0,0,0,1,0,0,0,0,0
4,349,33.0,316.0,0.0,Saudia Flight 763 and Kazakhstan Airlines Flight 1907,Boeing 747-168B and Ilyushin Il-76TD,"Charkhi Dadri, India",ENR,,,1996-11-12,Saudia and Kazakhstan Airlines,0,1,0,0,1,0,0,0,0,0
5,346,11.0,335.0,0.0,Turkish Airlines Flight 981,McDonnell Douglas DC-10-10,"Fontaine-Chaalis, France",ENR,,,1974-03-03,Turkish Airlines,0,0,0,1,1,0,0,0,0,0
6,329,22.0,307.0,0.0,Air India Flight 182,Boeing 747-237B,"Atlantic Ocean, area ofCork, Ireland",ENR,,,1985-06-23,Air India,0,1,0,0,0,0,0,1,0,0
7,301,14.0,287.0,0.0,Saudia Flight 163,Lockheed L-1011-200 TriStar,"Riyadh, Saudi Arabia",ENR,RUH,,1980-08-19,Saudia,0,1,0,0,1,0,0,0,0,0
8,298,15.0,283.0,0.0,Malaysia Airlines Flight 17,Boeing 777-2H6ER,"Hrabove, Donetsk Oblast, Ukraine",ENR,,,2014-07-17,Malaysia Airlines,0,1,0,0,0,1,0,0,0,0
9,290,16.0,274.0,0.0,Iran Air Flight 655,Airbus A300B2-203,"Strait of Hormuz, offShib Deraz, Iran",ENR,,,1988-07-03,Iran Air,0,1,0,0,0,1,0,0,0,0
10,280,12.0,229.0,39.0,Air India Flight 171,Boeing 787-8 Dreamliner,"Ahmedabad, India",ICL,,,2025-06-12,Air India,1,0,0,0,1,0,0,0,0,0
11,275,18.0,257.0,0.0,Iranian Revolutionary Guard Corps Aerospace Force (15-2280),Ilyushin Il-76MD,"Kerman, Iran",ENR,,,2003-02-19,Iranian Revolutionary Guard Corps Aerospace Force (15-2280),0,1,0,0,0,0,0,0,0,1
12,273,13.0,258.0,2.0,American Airlines Flight 191,McDonnell Douglas DC-10-10,"Des Plaines, Illinois, U.S.",TOF,ORD,1.4 km (0.76 NM),1979-05-25,American Airlines,0,1,0,0,1,0,0,0,0,0
13,270,16.0,243.0,11.0,Pan Am Flight 103,Boeing 747-121,"Lockerbie, United Kingdom",ENR,,,1988-12-21,Pan Am,0,1,0,0,0,0,0,1,0,0
14,269,23.0,246.0,0.0,Korean Air Lines Flight 007,Boeing 747-230B,"Sea of Japan, nearMoneron Island,Russian SFSR,USSR",ENR,,,1983-09-01,Korean Air Lines,0,1,0,0,0,0,1,0,0,0
15,265,9.0,251.0,5.0,American Airlines Flight 587,Airbus A300B4-605R,"Belle Harbor, New York City, New York, U.S.",ENR,,,2001-11-12,American Airlines,0,1,0,0,1,0,0,0,0,0
16,264,15.0,249.0,0.0,China Airlines Flight 140,Airbus A300B4-622R,"Komaki, Japan",APR,NKM,<0.1 km (0.054 NM),1994-04-26,China Airlines,0,0,0,0,1,0,0,0,0,0
17,261,14.0,247.0,0.0,Nigeria Airways Flight 2120,McDonnell Douglas DC-8-61,"Jeddah, Saudi Arabia",APR,JED,2.8 km (1.5 NM),1991-07-11,Nigeria Airways,0,1,0,0,1,0,0,0,0,0
18,257,10.0,247.0,0.0,Algerian Air Force (7T-WIV),Ilyushin Il-76TD,"Boufarik, Algeria",ICL,,,2018-04-11,Algerian Air Force (7T-WIV),0,1,0,0,0,0,0,0,0,1
19,257,20.0,237.0,0.0,Air New Zeal and Flight 901,McDonnell Douglas DC-10-30,"Mount Erebus, Antarctica",ENR,,,1979-11-28,Air New Zeal and,0,1,0,0,1,0,0,0,0,0
20,256,8.0,248.0,0.0,Arrow Air Flight 1285R,McDonnell Douglas DC-8-63CF,"Gander, Newfoundland, Canada",ICL,YQX,1 km (0.54 NM),1985-12-12,Arrow Air,0,1,0,0,1,0,0,0,0,0
21,251,2.0,0.0,249.0,Air Africa (RA-26222),Antonov An-32B,"Kinshasa,Zaire(now theDemocratic Republic of the Congo)",ICL,NLO,0.6 km (0.32 NM),1996-01-08,Air Africa (RA-26222),0,0,0,0,1,0,0,0,0,0
22,239,12.0,227.0,0.0,Malaysia Airlines Flight 370,Boeing 777-2H6ER,Indian Ocean,ENR,,,2014-03-08,Malaysia Airlines,0,1,0,0,1,0,0,0,0,0
23,234,14.0,220.0,0.0,Garuda Indonesia Flight 152,Airbus A300B4-220,"Medan, Indonesia",APR,MES,32 km (17 NM),1997-09-26,Garuda Indonesia,0,1,0,0,1,0,0,0,0,0
24,230,18.0,212.0,0.0,Trans World Airlines Flight 800,Boeing 747-131,"Atlantic Ocean, offEast Moriches, New York, U.S.",ENR,,,1996-07-17,Trans World Airlines,0,1,0,0,1,0,0,0,0,0
25,229,14.0,215.0,0.0,Swissair Flight 111,McDonnell Douglas MD-11,"Atlantic Ocean, offPeggys Cove, N.S., Canada",ENR,,,1998-09-02,Swissair,0,1,0,0,1,0,0,0,0,0
26,229,14.0,215.0,0.0,Korean Air Flight 801,Boeing 747-3B5,"Asan-Maina, Guam, U.S.",APR,GUM,4.8 km (2.6 NM),1997-08-06,Korean Air,0,0,0,0,1,0,0,0,0,0
27,228,12.0,216.0,0.0,Air France Flight 447,Airbus A330-203,"Atlantic Ocean, area ofSaint Peter and Saint Paul Archipelago",ENR,,,2009-06-01,Air France,0,1,0,0,1,0,0,0,0,0
28,225,19.0,206.0,0.0,China Airlines Flight 611,Boeing 747-209B,"Taiwan Strait, nearPenghu Islands, Taiwan",ENR,,,2002-05-25,China Airlines,0,1,0,0,1,0,0,0,0,0
29,224,7.0,217.0,0.0,Metrojet Flight 9268,Airbus A321-231,"Hasna,North Sinai Governorate, Egypt",ENR,,,2015-10-31,Metrojet,0,1,0,0,0,0,0,1,0,0
30,223,10.0,213.0,0.0,Lauda Air Flight 004,Boeing 767-3Z9ER,"Phu Toei National Park, Thailand",ENR,,,1991-05-26,Lauda Air,0,1,0,0,1,0,0,0,0,0
31,217,15.0,202.0,0.0,EgyptAir Flight 990,Boeing 767-366ER,"Atlantic Ocean, area ofNantucket, Massachusetts, U.S.",ENR,,,1999-10-31,EgyptAir,0,1,0,0,1,0,0,0,0,0
32,213,23.0,190.0,0.0,Air India Flight 855,Boeing 747-237B,"Arabian Sea, offMumbai, India",ENR,,,1978-01-01,Air India,0,1,0,0,1,0,0,0,0,0
33,202,14.0,182.0,6.0,China Airlines Flight 676,Airbus A300B4-622R,"Dayuan District, Taiwan",APR,TPE,0.06 km (0.032 NM),1998-02-16,China Airlines,0,1,0,0,1,0,0,0,0,0
34,200,9.0,191.0,0.0,Aeroflot Flight 5143,Tupolev Tu-154B-2,"Uchkuduk,Uzbek SSR, USSR",ENR,,,1985-07-10,Aeroflot,0,1,0,0,1,0,0,0,0,0
35,199,6.0,181.0,12.0,TAM Linhas Aereas Flight 3054,Airbus A320-233,"Sao Paulo, Brazil",LDG,CGH,,2007-07-17,TAM Linhas Aereas,0,1,0,0,1,0,0,0,0,0
36,191,9.0,182.0,0.0,Martinair Flight 138,Douglas DC-8-55CF,"Maskeliya, Sri Lanka",ENR,,,1974-12-04,Martinair,0,1,0,0,1,0,0,0,0,0
37,189,8.0,181.0,0.0,Lion Air Flight 610,Boeing 737 MAX 8,"Java Sea, off Tanjungbungin,Karawang Regency, Indonesia",ENR,,,2018-10-29,Lion Air,0,1,0,0,1,0,0,0,0,0
38,189,6.0,58.0,125.0,American Airlines Flight 77,Boeing 757-223,"Arlington, Virginia, U.S.",ENR,,,2001-09-11,American Airlines,0,1,0,0,0,0,0,0,1,0
39,189,13.0,176.0,0.0,Birgenair Flight 301,Boeing 757-225,"Atlantic Ocean, nearPuerto Plata, Dominican Republic",ENR,,,1996-02-06,Birgenair,0,1,0,0,1,0,0,0,0,0
40,188,7.0,181.0,0.0,Royal Air Maroc (JY-AEE),Boeing 707-321C,"Tamri, Morocco",ENR,,,1975-08-03,Royal Air Maroc (JY-AEE),0,1,0,0,1,0,0,0,0,0
41,183,11.0,172.0,0.0,LOT Polish Airlines Flight 5055,Ilyushin Il-62M,"Warsaw, Poland",ENR,WAW,6 km (3.2 NM),1987-05-09,LOT Polish Airlines,0,1,0,0,1,0,0,0,0,0
42,183,8.0,175.0,0.0,Loftleidir Flight 001,Douglas DC-8-63CF,"Katunayake, Sri Lanka",APR,CMB,2.1 km (1.1 NM),1978-11-15,Loftleidir,0,0,0,0,1,0,0,0,0,0
43,181,19.0,162.0,0.0,Avianca Flight 011,Boeing 747-283B,"Madrid, Spain",APR,MAD,12 km (6.5 NM),1983-11-27,Avianca,0,0,0,0,1,0,0,0,0,0
44,180,7.0,173.0,0.0,Inex-Adria Aviopromet Flight 1308,McDonnell Douglas MD-82,"Mount San Pietro,Petreto-Bicchisano, Corsica, France",ENR,,,1981-12-01,Inex-Adria Aviopromet,0,1,0,0,1,0,0,0,0,0
45,179,4.0,175.0,0.0,Jeju Air Flight 2216,Boeing 737-800,"Muan,South Jeolla, South Korea",LDG,MWX,,2024-12-29,Jeju Air,0,0,0,0,1,0,0,0,0,0
46,178,5.0,169.0,4.0,Aeroflot Flight 3352,Tupolev Tu-154,"Omsk, Russian SFSR, USSR",LDG,OMS,,1984-10-11,Aeroflot,0,0,0,0,1,0,0,0,0,0
47,178,13.0,165.0,0.0,Aeroflot Flight 7628 and Aeroflot Flight 7880,Tupolev Tu-134A(both),"Dniprodzerzhynsk,Ukrainian SSR, USSR",ENR,,,1979-08-11,Aeroflot and Aeroflot,0,1,0,0,1,0,0,0,0,0
48,176,9.0,167.0,0.0,Ukraine International Airlines Flight 752,Boeing 737-800,"Tehran, Iran",ENR,IKA,,2020-01-08,Ukraine International Airlines,0,1,0,0,0,1,0,0,0,0
49,176,9.0,167.0,0.0,Surinam Airways Flight 764,Douglas DC-8-62,"Paramaribo, Surinam",APR,PBM,3 km (1.6 NM),1989-06-07,Surinam Airways,0,0,0,0,1,0,0,0,0,0
50,176,14.0,162.0,0.0,British Airways Flight 476 and Inex-Adria Aviopromet Flight 550,Hawker Siddeley Trident 3B and Douglas DC-9-32,"Vrbovec,SR Croatia, Yugoslavia",ENR,,,1976-09-10,British Airways and Inex-Adria Aviopromet,0,1,0,0,1,0,0,0,0,0
51,176,6.0,170.0,0.0,Nigeria Airways (JY-ADO),Boeing 707-3D3C,"Kano, Nigeria",LDG,KAN,,1973-01-22,Nigeria Airways (JY-ADO),0,0,0,0,1,0,0,0,0,0
52,174,10.0,164.0,0.0,Aeroflot Flight 217,Ilyushin Il-62,"Moscow, Russian SFSR, USSR",APR,SVO,11 km (5.9 NM),1972-10-13,Aeroflot,0,1,0,0,1,0,0,0,0,0
53,170,10.0,160.0,0.0,Pulkovo Aviation Enterprise Flight 612,Tupolev Tu-154M,"Sukha Balka, Donetsk Oblast, Ukraine",ENR,,,2006-08-22,Pulkovo Aviation Enterprise,0,1,0,0,1,0,0,0,0,0
54,170,14.0,156.0,0.0,Union de Transports Aeriens Flight 772,McDonnell Douglas DC-10-30,"Tenere, Niger",ENR,,,1989-09-19,Union de Transports Aeriens,0,1,0,0,0,0,0,1,0,0
55,169,10.0,159.0,0.0,Kenya Airways Flight 431,Airbus A310-304,Gulf of GuineaoffCote d'Ivoire,ENR,,,2000-01-30,Kenya Airways,0,0,0,0,1,0,0,0,0,0
56,168,12.0,156.0,0.0,Caspian Airlines Flight 7908,Tupolev Tu-154M,"IraqQazvin, Iran",ENR,,,2009-07-15,Caspian Airlines,0,1,0,0,1,0,0,0,0,0
57,167,12.0,155.0,0.0,Pakistan International Airlines Flight 268,Airbus A300B4-200,"Kathmandu, Nepal",APR,KTM,20 km (11 NM),1992-09-28,Pakistan International Airlines,0,1,0,0,1,0,0,0,0,0
58,167,8.0,159.0,0.0,Mexicana de Aviacion Flight 940,Boeing 727-264,"Sierra Madre Occidental, Mexico",ENR,,,1986-03-31,Mexicana de Aviacion,0,1,0,0,1,0,0,0,0,0
59,166,10.0,156.0,0.0,Aeroflot Flight 4225,Tupolev Tu-154B-2,"Almaty,Kazakh SSR, USSR",ENR,,,1980-07-08,Aeroflot,0,1,0,0,1,0,0,0,0,0
60,162,7.0,155.0,0.0,Indonesia AirAsia Flight 8501,Airbus A320-216,"Karimata Strait, betweenBelitungandBorneo,Java Sea,Indonesia",ENR,,,2014-12-28,Indonesia AirAsia,0,1,0,0,1,0,0,0,0,0
61,162,7.0,155.0,0.0,All Nippon Airways Flight 58 and JASDF (92-7932),Boeing 727-200 and North American F-86 Sabre,"Shizukuishi, Japan",ENR,,,1971-07-30,All Nippon Airways,1,0,0,0,1,0,0,0,0,0
62,160,8.0,152.0,0.0,West Caribbean Airways Flight 708,McDonnell Douglas MD-82,"Machiques, Venezuela",ENR,,,2005-08-16,West Caribbean Airways,0,1,0,0,1,0,0,0,0,0
63,160,14.0,146.0,0.0,China Northwest Airlines Flight 2303,Tupolev Tu-154M,"Xi'an, China",ENR,,,1994-06-06,China Northwest Airlines,0,1,0,0,1,0,0,0,0,0
64,159,6.0,147.0,6.0,Dana Air Flight 0992,McDonnell Douglas MD-83,"Lagos, Nigeria",APR,LOS,9.3 km (5.0 NM),2012-06-03,Dana Air,0,1,0,0,1,0,0,0,0,0
65,159,8.0,151.0,0.0,American Airlines Flight 965,Boeing 757-223,"Buga, Colombia",APR,CLO,c. 48 km (26 NM),1995-12-20,American Airlines,0,0,0,0,1,0,0,0,0,0
66,159,9.0,150.0,0.0,Libyan Arab Airlines Flight 1103 and Libyan Air Force,Boeing 727-2L5 and Mikoyan-Gurevich MiG-23,"Qasr bin Ghashir,Tripoli, Libya",APR,TIP,9 km (4.9 NM),1992-12-22,Libyan Arab Airlines,0,0,0,0,1,0,0,0,0,0
67,159,8.0,151.0,0.0,Nigerian Air Force (NAF911),Lockheed C-130H Hercules,"Lagos, Nigeria",ENR,,,1992-09-26,Nigerian Air Force (NAF911),0,1,0,0,0,0,0,0,0,1
68,159,19.0,140.0,0.0,South African Airways Flight 295,Boeing 747-244B,"Indian Ocean, area ofMauritius",ENR,,,1987-11-28,South African Airways,0,1,0,0,1,0,0,0,0,0
69,158,6.0,160.0,0.0,Air India Express Flight 812,Boeing 737-8HG,"Mangalore, India",LDG,IXE,,2010-05-22,Air India Express,0,0,0,0,1,0,0,0,0,0
70,157,8.0,149.0,0.0,Ethiopian Airlines Flight 302,Boeing 737 MAX 8,"Bishoftu, Ethiopia",ENR,,,2019-03-10,Ethiopian Airlines,0,1,0,0,1,0,0,0,0,0
71,156,6.0,148.0,2.0,Northwest Airlines Flight 255,McDonnell Douglas MD-82,"Romulus, Michigan, U.S.",TOF,DTW,<0.5 km (0.27 NM),1987-08-16,Northwest Airlines,1,0,0,0,1,0,0,0,0,0
72,156,11.0,145.0,0.0,Pakistan International Airlines Flight 740,Boeing 707-340C,"Taif, Saudi Arabia",ENR,,,1979-11-26,Pakistan International Airlines,0,1,0,0,1,0,0,0,0,0
73,156,11.0,145.0,0.0,Interflug Flight 450,Ilyushin Il-62,"Konigs Wusterhausen,East Germany",ENR,,,1972-08-14,Interflug,0,1,0,0,1,0,0,0,0,0
74,155,7.0,148.0,0.0,Spantax (EC-BZR),Convair 990 Coronado,"San Cristobal, Tenerife,Canary Islands, Spain",ICL,TFN,0.33 km (0.18 NM),1972-12-03,Spantax (EC-BZR),0,1,0,0,1,0,0,0,0,0
75,155,10.0,74.0,71.0,Viasa Flight 742,McDonnell Douglas DC-9-32,"Maracaibo, Venezuela",ICL,MAR,0.85 km (0.46 NM),1969-03-16,Viasa,0,1,0,0,1,0,0,0,0,0
76,155,5.0,150.0,0.0,US Air Force (60-0297),Lockheed C-130B Hercules,"Kham Duc, South Vietnam",ICL,,,1968-05-12,US Air Force (60-0297),0,0,0,1,0,1,0,0,0,0
77,154,6.0,148.0,0.0,Spanair Flight 5022,McDonnell Douglas MD-82,"Madrid, Spain",TOF,MAD,<0.5 km (0.27 NM),2008-08-20,Spanair,0,0,0,0,1,0,0,0,0,0
78,154,6.0,148.0,0.0,Gol Transportes Aereos Flight 1907 and ExcelAire (N600XL),Boeing 737-8EH and Embraer Legacy 600,"Peixoto Azevedo, Brazil",ENR,,,2006-09-29,Gol Transportes Aereos,0,1,0,0,1,0,0,0,0,0
79,154,8.0,146.0,0.0,Turkish Airlines Flight 452,Boeing 727-2F2,"Isparta, Turkey",APR,Isparta***,,1976-09-19,Turkish Airlines,0,1,0,0,1,0,0,0,0,0
80,153,7.0,138.0,8.0,Pan Am Flight 759,Boeing 727-235,"Kenner, Louisiana, U.S.",ICL,MSY,<1 km (0.54 NM),1982-07-09,Pan Am,0,1,0,0,1,0,0,0,0,0
81,152,6.0,146.0,0.0,Airblue Flight 202,Airbus A321-231,"Islamabad, Pakistan",APR,ISB,15 km (8.1 NM),2010-07-28,Airblue,0,1,0,0,1,0,0,0,0,0
82,152,11.0,141.0,0.0,Yemenia Flight 626,Airbus A310-324,"Mozambique ChanneloffMitsamiouli, Comoros",APR,HAH,c. 40 km (22 NM),2009-06-30,Yemenia,1,0,0,0,1,0,0,0,0,0
83,150,6.0,144.0,0.0,Germanwings Flight 9525,Airbus A320-211,"theFrench Alps, France",ENR,,,2015-03-24,Germanwings,0,1,0,0,1,0,0,0,0,0
84,150,11.0,115.0,24.0,Cubana de Aviacion Flight 9046,Ilyushin II-62M,"Havana, Cuba",ICL,HAV,<1.5 km (0.81 NM),1989-09-03,Cubana de Aviacion,0,1,0,0,1,0,0,0,0,0
85,149,5.0,95.0,49.0,M and ala Airlines Flight 091,Boeing 737-230,"Medan, Indonesia",ICL,MES,c. 1 km (0.54 NM),2005-09-05,M and ala Airlines,0,0,0,0,1,0,0,0,0,0
86,148,13.0,135.0,0.0,Flash Airlines Flight 604,Boeing 737-3Q8,"Red Sea, offSharm el-Sheikh, Egypt",ENR,,,2004-01-03,Flash Airlines,0,1,0,0,1,0,0,0,0,0
87,148,7.0,141.0,0.0,Iberia Airlines Flight 610,Boeing 727-256,"Oizmountain, Spain",ENR,,,1985-02-19,Iberia Airlines,0,1,0,0,1,0,0,0,0,0
88,146,8.0,138.0,0.0,Dan-Air Flight 1008,Boeing 727-46,"La Esperanza Forest,Tenerife, Canary Islands, Spain",APR,TFN,12 km (6.5 NM),1980-04-25,Dan-Air,0,1,0,0,1,0,0,0,0,0
89,145,9.0,136.0,0.0,Vladivostok Air Flight 352,Tupolev Tu-154M,"Budaro,Irkutsk, Russia",APR,IKT,23 km (12 NM),2001-07-04,Vladivostok Air,0,1,0,0,1,0,0,0,0,0
90,144,10.0,134.0,0.0,ADC Airlines Flight 086,Boeing 727-231,"Ejirin,Lagos State, Nigeria",APR,LOS,56 km (30 NM),1996-11-07,ADC Airlines,0,1,0,0,1,0,0,0,0,0
91,144,7.0,137.0,0.0,Independent Air Flight 1851,Boeing 707-331B,"Pico Alto,Azores, Portugal",APR,SMA,6.6 km (3.6 NM),1989-02-08,Independent Air,0,1,0,0,1,0,0,0,0,0
92,144,9.0,128.0,7.0,Pacific Southwest Airlines Flight 182 and Private aircraft (N7711G),Boeing 727-214 and Cessna 172,"San Diego, California, U.S.",APR,SAN,5.6 km (3.0 NM),1978-09-25,Pacific Southwest Airlines,0,1,0,0,1,0,0,0,0,0
93,143,8.0,135.0,0.0,Gulf Air Flight 072,Airbus A320-212,"Persian Gulf, offAl Muharraq, Bahrain",APR,BAH,2 km (1.1 NM),2000-08-23,Gulf Air,0,1,0,0,1,0,0,0,0,0
94,143,7.0,136.0,0.0,Avianca Flight 410,Boeing 727-21,"Sardinata, Colombia",ENR,,,1988-03-17,Avianca,0,1,0,0,1,0,0,0,0,0
95,141,5.0,136.0,0.0,UTA Flight 141,Boeing 727-223,"Cotonou, Benin",TOF,COO,<1 km (0.54 NM),2003-12-25,UTA,0,0,0,0,1,0,0,0,0,0
96,141,11.0,130.0,0.0,Vnukovo Airlines Flight 2801,Tupolev Tu-154M,"NoSvalbard, Norway",APR,LYR,14.3 km (7.7 NM),1996-08-29,Vnukovo Airlines,0,1,0,0,1,0,0,0,0,0
97,141,4.0,137.0,0.0,Trans Service Airlift (9Q-CRR),Lockheed L-188 Electra,"Jamba, Cuando Cubango, Angola",TOF,,,1995-12-18,Trans Service Airlift (9Q-CRR),0,0,0,0,1,0,0,0,0,0
98,141,10.0,131.0,0.0,China Southern Airlines Flight 3943,Boeing 737-31B,"Hejiaqiao,Yanshan District, China",APR,KWL,20 km (11 NM),1992-11-24,China Southern Airlines,0,1,0,0,1,0,0,0,0,0
99,140,,,0.0,Malian Air Force (TZ-98T),Ilyushin Il-76TD,"Gao International Airport,Gao, Mali",LDG,GAQ,,2023-09-23,Malian Air Force (TZ-98T),0,0,0,0,0,0,0,0,0,1
100,139,12.0,110.0,17.0,Indonesian Air Force (A-1310),Lockheed C-130 Hercules,"WeMedan, Indonesia",ICL,MES,1 km (0.54 NM),2015-06-30,Indonesian Air Force (A-1310),0,1,0,0,0,0,0,0,0,1
101,138,11.0,127.0,0.0,US Air Force (68-0218),Lockheed C-5A Galaxy,"Saigon, South Vietnam",ENR,,,1975-04-04,US Air Force (68-0218),0,0,0,0,0,0,0,0,0,1
102,137,8.0,128.0,1.0,Delta Air Lines Flight 191,Lockheed L-1011 TriStar,"Dallas-Fort Worth, Texas, U.S.",APR,DFW,c. 2 km (1.1 NM),1985-08-02,Delta Air Lines,0,0,0,0,1,0,0,0,0,0
103,137,9.0,128.0,0.0,Viacao Aerea Sao Paulo Flight 168,Boeing 727-212A,"Pacatuba, Brazil",APR,FOR,25 km (13 NM),1982-06-08,Viacao Aerea Sao Paulo,0,1,0,0,1,0,0,0,0,0
104,135,12.0,121.0,2.0,Indonesian Air Force (A-1324),Lockheed C-130H-30 Hercules,"East Jakarta, Indonesia",ICL,HLP,3 km (1.6 NM),1991-10-05,Indonesian Air Force (A-1324),1,0,0,0,0,0,0,0,0,1
105,134,12.0,116.0,6.0,United Air Lines Flight 826 and Trans World Airlines Flight 266,Douglas DC-8-21 and Lockheed L-1049,"New York City, U.S.",APR,LGA,,1960-12-16,United Air Lines and Trans World Airlines,0,0,0,1,1,0,0,0,0,0
106,133,14.0,119.0,0.0,Iran Air Tours Flight 962 and Iranian Air Force Su-24,Tupolev Tu-154 and Sukhoi Su-24,"Shahr-e Qods, Iran",APR/TOF,THR,15 km (8.1 NM),1993-02-08,Iran Air Tours,0,1,0,0,0,0,0,0,0,1
107,133,6.0,127.0,0.0,Indian Airlines Flight 113,Boeing 737-2A8,"Ahmedabad, India",APR,AMD,5 km (2.7 NM),1988-10-19,Indian Airlines,0,0,0,0,1,0,0,0,0,0
108,133,7.0,126.0,0.0,All Nippon Airways Flight 60,Boeing 727-81,"Tokyo Bay, Japan",APR,HND,12 km (6.5 NM),1966-02-04,All Nippon Airways,0,1,0,0,1,0,0,0,0,0
109,132,9.0,123.0,0.0,China Eastern Airlines Flight 5735,Boeing 737-89P,"Shentangbiao, Molang village,Teng County,Wuzhou,Guangxi, China",ENR,,,2022-03-21,China Eastern Airlines,0,1,0,0,1,0,0,0,0,0
110,132,5.0,127.0,0.0,USAir Flight 427,Boeing 737-3B7,"Aliquippa, Pennsylvania, U.S.",APR,PIT,13 km (7.0 NM),1994-09-08,USAir,0,1,0,0,1,0,0,0,0,0
111,132,7.0,125.0,0.0,SAM Colombia Flight 501,Boeing 727-146,"La Canada, nearMedellin, Colombia",ENR,,,1993-05-19,SAM Colombia,0,1,0,0,1,0,0,0,0,0
112,132,8.0,124.0,0.0,Aeroflot Flight 8641,Yakovlev Yak-42,"Mazyr,Byelorussian SSR, USSR",ENR,,,1982-06-28,Aeroflot,0,1,0,0,1,0,0,0,0,0
113,131,7.0,124.0,0.0,Air Philippines Flight 541,Boeing 737-2H4,"Samal,Davao del Norte, Philippines",APR,DVO,7.5 km (4.0 NM),2000-04-19,Air Philippines,0,1,0,0,1,0,0,0,0,0
114,131,4.0,127.0,0.0,TAN-SAHSA Flight 414,Boeing 727-224,"Tegucigalpa, Honduras",APR,TGU,9 km (4.9 NM),1989-10-21,TAN-SAHSA,0,0,0,0,1,0,0,0,0,0
115,131,6.0,125.0,0.0,Transportes Aereos Portugueses Flight 425,Boeing 727-282Adv,"Santa Cruz, Madeira, Portugal",LDG,FNC,,1977-11-19,Transportes Aereos Portugueses,0,0,0,0,1,0,0,0,0,0
116,130,4.0,126.0,0.0,TAAG Flight 462,Boeing 737-200,"Lubango, Angola",ICL,SDD,1 km (0.54 NM),1983-11-08,TAAG,0,1,0,0,1,0,0,0,0,0
117,130,8.0,122.0,0.0,Air France Flight 007,Boeing 707-328,"Paris, France",TOF,ORY,,1962-06-03,Air France,0,0,0,0,1,0,0,0,0,0
118,129,8.0,121.0,0.0,Air China Flight 129,Boeing 767-2J6ER,"Busan, South Korea",APR,PUS,4.6 km (2.5 NM),2002-04-15,Air China,0,0,0,0,1,0,0,0,0,0
119,129,7.0,122.0,0.0,US Air Force (51-0137),Douglas C-124A-DL Globemaster II,"Tachikawa, Japan",APR,RJTC,5.6 km (3.0 NM),1953-06-18,US Air Force (51-0137),0,0,0,1,0,0,0,0,0,1
120,128,7.0,121.0,0.0,"Xiamen Airlines Flight 8301,China Southwest Airlines Flight 4305, and CAAC Flight 3523","Boeing 737-247,Boeing 707-3J6B, and Boeing 757-21B","Baiyun District, Guangzhou, China",LDG/STD,***,,1990-10-02,Xiamen Airlines China Southwest Airlines and CAAC,0,0,0,0,0,0,0,0,1,0
121,128,8.0,120.0,0.0,Iran Air Flight 291,Boeing 727-86,"Alborz Mountains, Iran",APR,THR,29 km (16 NM),1980-01-21,Iran Air,0,1,0,0,1,0,0,0,0,0
122,128,11.0,117.0,0.0,United Air Lines Flight 718 and Trans World Airlines Flight 2,Douglas DC-7 and Lockheed L-1049,"Grand Canyon, Arizona, U.S.",ENR,,,1956-06-30,United Air Lines and Trans World Airlines,0,1,0,0,1,0,0,0,0,0
123,127,6.0,121.0,0.0,Bhoja Air Flight 213,Boeing 737-236,"Islamabad, Pakistan",APR,ISB,c. 2.5 km (1.3 NM),2012-04-20,Bhoja Air,0,1,0,0,1,0,0,0,0,0
124,127,0.0,127.0,0.0,Russian Air Force (89 red),Mil Mi-26,"Khankala,Chechnya, Russia",APR,,,2002-08-19,Russian Air Force (89 red),0,0,0,0,0,0,0,0,0,1
125,126,11.0,115.0,0.0,Ceskoslovenske Statni Aerolinie Flight 540,Ilyushin Il-62,"Damascus, Syria",APR,DAM,17 km (9.2 NM),1975-08-20,Ceskoslovenske Statni Aerolinie,0,0,0,0,1,0,0,0,0,0
126,126,9.0,117.0,0.0,Globe Air (HB-ITB),Bristol Britannia 313,"Nicosia, Cyprus",APR,NIC,3.5 km (1.9 NM),1967-04-20,Globe Air (HB-ITB),0,0,0,0,1,0,0,0,0,0
127,125,5.0,120.0,0.0,S7 Airlines Flight 778,Airbus A310-300,"Irkutsk, Russia",LDG,IKT,,2006-07-09,Airlines,0,0,0,0,1,0,0,0,0,0
